participant_id,gender_clean,age_num,age_bin,clean_item_name,checklist_value
R_3dEQcdA245lr0TX,boy,3.5,3 to 4,clothes,"specific kinds of clothes or shoes (if yes, enter the specific kind below)"
R_3dEQcdA245lr0TX,boy,3.5,3 to 4,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_2xKMbpXlqeac7oG,girl,8,7 to 8,dolls,dolls
R_2xKMbpXlqeac7oG,girl,8,7 to 8,animal figurines,animal figurines
R_2xKMbpXlqeac7oG,girl,8,7 to 8,stuffed animals,stuffed animals
R_2xKMbpXlqeac7oG,girl,8,7 to 8,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_2xKMbpXlqeac7oG,girl,8,7 to 8,goo,goo / slime
R_2xKMbpXlqeac7oG,girl,8,7 to 8,photos,photos / pictures
R_2xKMbpXlqeac7oG,girl,8,7 to 8,music,music (physical objects such as records/CDs/cassettes or digital music)
R_2xKMbpXlqeac7oG,girl,8,7 to 8,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_2xKMbpXlqeac7oG,girl,8,7 to 8,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_2xKMbpXlqeac7oG,girl,8,7 to 8,shells,shells
R_2xKMbpXlqeac7oG,girl,8,7 to 8,sticks,sticks
R_2xKMbpXlqeac7oG,girl,8,7 to 8,bugs,bugs
R_2xKMbpXlqeac7oG,girl,8,7 to 8,flowers,flowers / petals
R_2xKMbpXlqeac7oG,girl,8,7 to 8,books,"specific books or book series (if yes, enter any book series your child collects)"
R_2xKMbpXlqeac7oG,girl,8,7 to 8,marbles,marbles
R_2xKMbpXlqeac7oG,girl,8,7 to 8,feathers,feathers
R_2xKMbpXlqeac7oG,girl,8,7 to 8,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_2xKMbpXlqeac7oG,girl,8,7 to 8,clothes,"specific kinds of clothes or shoes (if yes, enter the specific kind below)"
R_2xKMbpXlqeac7oG,girl,8,7 to 8,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_31HOXuRwR9x9Gy0,girl,6,5 to 6,dolls,dolls
R_31HOXuRwR9x9Gy0,girl,6,5 to 6,coins,coins / money
R_31HOXuRwR9x9Gy0,girl,6,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_31HOXuRwR9x9Gy0,girl,6,5 to 6,shells,shells
R_31HOXuRwR9x9Gy0,girl,6,5 to 6,books,"specific books or book series (if yes, enter any book series your child collects)"
R_31HOXuRwR9x9Gy0,girl,6,5 to 6,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_3HkmAKPw4w3P92F,boy,2,NA,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_RhsTJCnuSAUz8Rz,girl,9,9 to 10,dolls,dolls
R_RhsTJCnuSAUz8Rz,girl,9,9 to 10,animal figurines,animal figurines
R_RhsTJCnuSAUz8Rz,girl,9,9 to 10,stuffed animals,stuffed animals
R_RhsTJCnuSAUz8Rz,girl,9,9 to 10,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_RhsTJCnuSAUz8Rz,girl,9,9 to 10,food,"food / perishables (e.g., specific kinds of candy)"
R_RhsTJCnuSAUz8Rz,girl,9,9 to 10,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_RhsTJCnuSAUz8Rz,girl,9,9 to 10,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_RhsTJCnuSAUz8Rz,girl,9,9 to 10,books,"specific books or book series (if yes, enter any book series your child collects)"
R_RhsTJCnuSAUz8Rz,girl,9,9 to 10,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_ext00kp4slid09X,girl,7,7 to 8,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_ext00kp4slid09X,girl,7,7 to 8,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_ext00kp4slid09X,girl,7,7 to 8,books,"specific books or book series (if yes, enter any book series your child collects)"
R_3j6w8iVzEjwGfNQ,girl,5,5 to 6,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_3j6w8iVzEjwGfNQ,girl,5,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_3j6w8iVzEjwGfNQ,girl,5,5 to 6,marbles,marbles
R_3qQbN1a0IyJLw4a,girl,7,7 to 8,stuffed animals,stuffed animals
R_24cUoJ6f3YlNIwT,girl,6,5 to 6,plants,plants
R_24cUoJ6f3YlNIwT,girl,6,5 to 6,flowers,flowers / petals
R_24cUoJ6f3YlNIwT,girl,6,5 to 6,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_24cUoJ6f3YlNIwT,girl,6,5 to 6,books,"specific books or book series (if yes, enter any book series your child collects)"
R_1rctnadjwXepxRO,girl,3,3 to 4,dolls,dolls
R_1rctnadjwXepxRO,girl,3,3 to 4,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_1rctnadjwXepxRO,girl,3,3 to 4,plants,plants
R_1rctnadjwXepxRO,girl,3,3 to 4,flowers,flowers / petals
R_1CdWh06iEIemsJW,boy,5,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_1CdWh06iEIemsJW,boy,5,5 to 6,sticks,sticks
R_3hgx8S5N3U5E53h,boy,5,5 to 6,animal figurines,animal figurines
R_3hgx8S5N3U5E53h,boy,5,5 to 6,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_3hgx8S5N3U5E53h,boy,5,5 to 6,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_3hgx8S5N3U5E53h,boy,5,5 to 6,books,"specific books or book series (if yes, enter any book series your child collects)"
R_3hgx8S5N3U5E53h,boy,5,5 to 6,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_1jwSxDmlh4pJ8dm,girl,7,7 to 8,dolls,dolls
R_1jwSxDmlh4pJ8dm,girl,7,7 to 8,stuffed animals,stuffed animals
R_1jwSxDmlh4pJ8dm,girl,7,7 to 8,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_1jwSxDmlh4pJ8dm,girl,7,7 to 8,shells,shells
R_BD7qZ0xugYFzMMF,girl,9,9 to 10,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_BD7qZ0xugYFzMMF,girl,9,9 to 10,food,"food / perishables (e.g., specific kinds of candy)"
R_BD7qZ0xugYFzMMF,girl,9,9 to 10,goo,goo / slime
R_BD7qZ0xugYFzMMF,girl,9,9 to 10,photos,photos / pictures
R_BD7qZ0xugYFzMMF,girl,9,9 to 10,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_BD7qZ0xugYFzMMF,girl,9,9 to 10,shells,shells
R_BD7qZ0xugYFzMMF,girl,9,9 to 10,posters,posters
R_BD7qZ0xugYFzMMF,girl,9,9 to 10,books,"specific books or book series (if yes, enter any book series your child collects)"
R_BD7qZ0xugYFzMMF,girl,9,9 to 10,leaves,leaves
R_BD7qZ0xugYFzMMF,girl,9,9 to 10,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_BD7qZ0xugYFzMMF,girl,9,9 to 10,souvenirs,"souvenirs (if yes, enter the specific kinds of objects below)"
R_1iaHkLlp7tvVo6U,boy,5,5 to 6,animal figurines,animal figurines
R_1iaHkLlp7tvVo6U,boy,5,5 to 6,stuffed animals,stuffed animals
R_1iaHkLlp7tvVo6U,boy,5,5 to 6,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_1iaHkLlp7tvVo6U,boy,5,5 to 6,action figures,action figures
R_1iaHkLlp7tvVo6U,boy,5,5 to 6,toy soldiers,toy soldiers
R_1iaHkLlp7tvVo6U,boy,5,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_1iaHkLlp7tvVo6U,boy,5,5 to 6,flowers,flowers / petals
R_1iaHkLlp7tvVo6U,boy,5,5 to 6,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_1iaHkLlp7tvVo6U,boy,5,5 to 6,leaves,leaves
R_2VlpTsuaXXswuyh,boy,5,5 to 6,sticks,sticks
R_1Hqn0bbiKWVfKBx,boy,9,9 to 10,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_1Hqn0bbiKWVfKBx,boy,9,9 to 10,animal figurines,animal figurines
R_1Hqn0bbiKWVfKBx,boy,9,9 to 10,coins,coins / money
R_1Hqn0bbiKWVfKBx,boy,9,9 to 10,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_1Hqn0bbiKWVfKBx,boy,9,9 to 10,shells,shells
R_1Hqn0bbiKWVfKBx,boy,9,9 to 10,bugs,bugs
R_1Hqn0bbiKWVfKBx,boy,9,9 to 10,plants,plants
R_1Hqn0bbiKWVfKBx,boy,9,9 to 10,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_1Hqn0bbiKWVfKBx,boy,9,9 to 10,books,"specific books or book series (if yes, enter any book series your child collects)"
R_1Hqn0bbiKWVfKBx,boy,9,9 to 10,souvenirs,"souvenirs (if yes, enter the specific kinds of objects below)"
R_3CTyJdtAnAP88Bi,girl,7,7 to 8,dolls,dolls
R_3CTyJdtAnAP88Bi,girl,7,7 to 8,goo,goo / slime
